match_id,date,home_team,away_team,season,home_form_points,home_form_wins,home_form_draws,home_form_losses,home_form_goals_for,home_form_goals_against,home_form_goal_diff,home_form_win_rate,away_form_points,away_form_wins,away_form_draws,away_form_losses,away_form_goals_for,away_form_goals_against,away_form_goal_diff,away_form_win_rate,home_season_played,home_season_points,home_season_win_rate,home_season_avg_goals_for,home_season_avg_goals_against,home_season_clean_sheets,away_season_played,away_season_points,away_season_win_rate,away_season_avg_goals_for,away_season_avg_goals_against,away_season_clean_sheets,home_venue_played,home_venue_win_rate,home_venue_avg_goals,away_venue_played,away_venue_win_rate,away_venue_avg_goals,h2h_played,h2h_wins,h2h_draws,h2h_losses,h2h_win_rate,h2h_goals_for,h2h_goals_against,day_of_week,month,is_weekend,target,home_goals,away_goals,diff_form_points,diff_form_goal_diff,diff_season_win_rate,diff_avg_goals
Bolton_vs_Sunderland_20060318,2006-03-18,Bolton,Sunderland,2005-06,8.0,2.0,2.0,1.0,9.0,7.0,2.0,0.4,1.0,0.0,1.0,4.0,2.0,7.0,-5.0,0.0,27,45.0,0.4444444444444444,1.3703703703703705,1.037037037037037,0.4444444444444444,29,10.0,0.06896551724137931,0.6551724137931034,1.793103448275862,0.10344827586206896,10,0.7,1.8,10,0.1,0.8,3,0.0,1.0,2.0,0.0,0.0,3.0,5,3,1,H,2,0,7.0,7.0,0.3754789272030651,0.715197956577267
Fulham_vs_Chelsea_20060319,2006-03-19,Fulham,Chelsea,2005-06,3.0,1.0,0.0,4.0,9.0,15.0,-6.0,0.2,12.0,4.0,0.0,1.0,8.0,5.0,3.0,0.8,30,32.0,0.3,1.3,1.7,0.2,29,75.0,0.8275862068965517,2.0,0.6206896551724138,0.5172413793103449,10,0.8,2.1,10,0.6,1.4,7,0.0,1.0,6.0,0.0,8.0,17.0,6,3,1,H,1,0,-9.0,-9.0,-0.5275862068965518,-0.7
Newcastle_vs_Liverpool_20060319,2006-03-19,Newcastle,Liverpool,2005-06,10.0,3.0,1.0,1.0,7.0,4.0,3.0,0.6,10.0,3.0,1.0,1.0,8.0,3.0,5.0,0.6,29,39.0,0.3793103448275862,1.0,1.103448275862069,0.3448275862068966,30,58.0,0.5666666666666667,1.3,0.6666666666666666,0.6333333333333333,10,0.6,1.5,10,0.5,1.2,9,2.0,2.0,5.0,0.2222222222222222,6.0,16.0,6,3,1,A,1,3,0.0,-2.0,-0.18735632183908046,-0.30000000000000004
Aston Villa_vs_Fulham_20060325,2006-03-25,Aston Villa,Fulham,2005-06,4.0,1.0,1.0,3.0,3.0,8.0,-5.0,0.2,3.0,1.0,0.0,4.0,4.0,14.0,-10.0,0.2,30,34.0,0.26666666666666666,1.1333333333333333,1.3666666666666667,0.3,31,35.0,0.3225806451612903,1.2903225806451613,1.6451612903225807,0.22580645161290322,10,0.3,0.9,10,0.0,1.0,7,4.0,3.0,0.0,0.5714285714285714,13.0,5.0,5,3,1,D,0,0,1.0,5.0,-0.05591397849462365,-0.15698924731182795
Chelsea_vs_Man City_20060325,2006-03-25,Chelsea,Man City,2005-06,9.0,3.0,0.0,2.0,6.0,6.0,0.0,0.6,6.0,2.0,0.0,3.0,6.0,7.0,-1.0,0.4,30,75.0,0.8,1.9333333333333333,0.6333333333333333,0.5,30,40.0,0.4,1.3,1.1666666666666667,0.16666666666666666,10,0.9,2.1,10,0.1,1.0,7,5.0,1.0,1.0,0.7142857142857143,7.0,3.0,5,3,1,H,2,0,3.0,1.0,0.4,0.6333333333333333
Liverpool_vs_Everton_20060325,2006-03-25,Liverpool,Everton,2005-06,10.0,3.0,1.0,1.0,10.0,4.0,6.0,0.6,10.0,3.0,1.0,1.0,10.0,6.0,4.0,0.6,31,61.0,0.5806451612903226,1.3548387096774193,0.6774193548387096,0.6129032258064516,30,43.0,0.43333333333333335,0.9333333333333333,1.2666666666666666,0.3333333333333333,10,0.8,1.7,10,0.4,0.9,9,6.0,2.0,1.0,0.6666666666666666,18.0,8.0,5,3,1,H,3,1,0.0,2.0,0.14731182795698927,0.4215053763440859
Sunderland_vs_Blackburn_20060325,2006-03-25,Sunderland,Blackburn,2005-06,0.0,0.0,0.0,5.0,1.0,8.0,-7.0,0.0,12.0,4.0,0.0,1.0,10.0,5.0,5.0,0.8,30,10.0,0.06666666666666667,0.6333333333333333,1.8,0.1,30,49.0,0.5,1.3666666666666667,1.2,0.4,10,0.0,0.4,10,0.3,1.1,3,2.0,0.0,1.0,0.6666666666666666,4.0,2.0,5,3,1,A,0,1,-12.0,-12.0,-0.43333333333333335,-0.7333333333333334
Wigan_vs_West Ham_20060325,2006-03-25,Wigan,West Ham,2005-06,7.0,2.0,1.0,2.0,5.0,5.0,0.0,0.4,7.0,2.0,1.0,2.0,10.0,10.0,0.0,0.4,30,46.0,0.4666666666666667,1.1666666666666667,1.2,0.3333333333333333,29,42.0,0.41379310344827586,1.5172413793103448,1.5172413793103448,0.20689655172413793,10,0.3,1.3,10,0.4,1.4,1,1.0,0.0,0.0,1.0,2.0,0.0,5,3,1,A,1,2,0.0,0.0,0.05287356321839082,-0.350574712643678
Man United_vs_Birmingham_20060326,2006-03-26,Man United,Birmingham,2005-06,15.0,5.0,0.0,0.0,13.0,5.0,8.0,1.0,4.0,1.0,1.0,3.0,2.0,7.0,-5.0,0.2,29,63.0,0.6551724137931034,2.0,1.0,0.41379310344827586,29,24.0,0.20689655172413793,0.7931034482758621,1.4137931034482758,0.20689655172413793,10,0.8,2.4,10,0.1,0.3,5,3.0,2.0,0.0,0.6,9.0,3.0,6,3,1,H,3,0,11.0,13.0,0.4482758620689655,1.206896551724138
Middlesbrough_vs_Bolton_20060326,2006-03-26,Middlesbrough,Bolton,2005-06,9.0,3.0,0.0,2.0,9.0,5.0,4.0,0.6,10.0,3.0,1.0,1.0,10.0,6.0,4.0,0.6,29,34.0,0.3103448275862069,1.3448275862068966,1.6896551724137931,0.2413793103448276,28,48.0,0.4642857142857143,1.3928571428571428,1.0,0.4642857142857143,10,0.4,1.8,10,0.2,1.1,6,1.0,3.0,2.0,0.16666666666666666,4.0,5.0,6,3,1,H,4,3,-1.0,0.0,-0.1539408866995074,-0.04802955665024622
Charlton_vs_Newcastle_20060326,2006-03-26,Charlton,Newcastle,2005-06,6.0,1.0,3.0,1.0,2.0,4.0,-2.0,0.2,7.0,2.0,1.0,2.0,6.0,6.0,0.0,0.4,30,39.0,0.36666666666666664,1.1333333333333333,1.3666666666666667,0.36666666666666664,30,39.0,0.36666666666666664,1.0,1.1666666666666667,0.3333333333333333,10,0.5,1.3,10,0.3,0.9,9,2.0,5.0,2.0,0.2222222222222222,7.0,9.0,6,3,1,H,3,1,-1.0,-2.0,0.0,0.1333333333333333
Tottenham_vs_West Brom_20060327,2006-03-27,Tottenham,West Brom,2005-06,8.0,2.0,2.0,1.0,9.0,7.0,2.0,0.4,1.0,0.0,1.0,4.0,4.0,13.0,-9.0,0.0,30,52.0,0.4666666666666667,1.4333333333333333,0.9333333333333333,0.36666666666666664,30,27.0,0.23333333333333334,0.9,1.5,0.26666666666666666,10,0.6,2.0,10,0.1,0.5,3,0.0,2.0,1.0,0.0,2.0,4.0,0,3,0,H,2,1,7.0,11.0,0.23333333333333334,0.5333333333333333
Man United_vs_West Ham_20060329,2006-03-29,Man United,West Ham,2005-06,15.0,5.0,0.0,0.0,12.0,3.0,9.0,1.0,7.0,2.0,1.0,2.0,10.0,11.0,-1.0,0.4,30,66.0,0.6666666666666666,2.033333333333333,0.9666666666666667,0.43333333333333335,30,45.0,0.43333333333333335,1.5333333333333334,1.5,0.2,10,0.9,2.6,10,0.5,1.6,5,3.0,1.0,1.0,0.6,12.0,8.0,2,3,0,H,1,0,8.0,10.0,0.23333333333333328,0.4999999999999998
Arsenal_vs_Aston Villa_20060401,2006-04-01,Arsenal,Aston Villa,2005-06,9.0,3.0,0.0,2.0,9.0,3.0,6.0,0.6,5.0,1.0,2.0,2.0,2.0,6.0,-4.0,0.2,30,50.0,0.5,1.6,0.7666666666666667,0.4666666666666667,31,35.0,0.25806451612903225,1.096774193548387,1.3225806451612903,0.3225806451612903,10,0.6,2.5,10,0.3,1.5,9,7.0,2.0,0.0,0.7777777777777778,16.0,5.0,5,4,1,H,5,0,4.0,10.0,0.24193548387096775,0.5032258064516131
Birmingham_vs_Chelsea_20060401,2006-04-01,Birmingham,Chelsea,2005-06,4.0,1.0,1.0,3.0,2.0,7.0,-5.0,0.2,12.0,4.0,0.0,1.0,8.0,3.0,5.0,0.8,30,24.0,0.2,0.7666666666666667,1.4666666666666666,0.2,31,78.0,0.8064516129032258,1.935483870967742,0.6129032258064516,0.5161290322580645,10,0.4,1.3,10,0.6,1.3,5,0.0,3.0,2.0,0.0,1.0,4.0,5,4,1,D,0,0,-8.0,-10.0,-0.6064516129032258,-1.1688172043010754
Bolton_vs_Man United_20060401,2006-04-01,Bolton,Man United,2005-06,9.0,3.0,0.0,2.0,12.0,9.0,3.0,0.6,15.0,5.0,0.0,0.0,10.0,2.0,8.0,1.0,29,48.0,0.4482758620689655,1.4482758620689655,1.103448275862069,0.4482758620689655,31,69.0,0.6774193548387096,2.0,0.9354838709677419,0.45161290322580644,10,0.7,1.9,10,0.6,2.0,7,1.0,1.0,5.0,0.14285714285714285,6.0,19.0,5,4,1,A,1,2,-6.0,-5.0,-0.2291434927697441,-0.5517241379310345
Everton_vs_Sunderland_20060401,2006-04-01,Everton,Sunderland,2005-06,7.0,2.0,1.0,2.0,10.0,9.0,1.0,0.4,0.0,0.0,0.0,5.0,1.0,7.0,-6.0,0.0,31,43.0,0.41935483870967744,0.9354838709677419,1.3225806451612903,0.3225806451612903,31,10.0,0.06451612903225806,0.6129032258064516,1.7741935483870968,0.0967741935483871,10,0.7,1.6,10,0.1,0.6,5,2.0,1.0,2.0,0.4,4.0,5.0,5,4,1,D,2,2,7.0,7.0,0.3548387096774194,0.32258064516129026
Fulham_vs_Portsmouth_20060401,2006-04-01,Fulham,Portsmouth,2005-06,4.0,1.0,1.0,3.0,3.0,12.0,-9.0,0.2,6.0,2.0,0.0,3.0,7.0,9.0,-2.0,0.4,32,36.0,0.3125,1.25,1.59375,0.25,30,24.0,0.2,0.8,1.7,0.13333333333333333,10,0.8,2.0,10,0.1,0.6,5,2.0,1.0,2.0,0.4,9.0,7.0,5,4,1,A,1,3,-2.0,-7.0,0.11249999999999999,0.44999999999999996
Newcastle_vs_Tottenham_20060401,2006-04-01,Newcastle,Tottenham,2005-06,6.0,2.0,0.0,3.0,7.0,9.0,-2.0,0.4,10.0,3.0,1.0,1.0,10.0,7.0,3.0,0.6,31,39.0,0.3548387096774194,1.0,1.2258064516129032,0.3225806451612903,31,55.0,0.4838709677419355,1.4516129032258065,0.9354838709677419,0.3548387096774194,10,0.5,1.3,10,0.3,1.1,9,3.0,0.0,6.0,0.3333333333333333,11.0,12.0,5,4,1,H,3,1,-4.0,-5.0,-0.12903225806451613,-0.4516129032258065
West Brom_vs_Liverpool_20060401,2006-04-01,West Brom,Liverpool,2005-06,1.0,0.0,1.0,4.0,4.0,9.0,-5.0,0.0,10.0,3.0,1.0,1.0,12.0,5.0,7.0,0.6,31,27.0,0.22580645161290322,0.9032258064516129,1.5161290322580645,0.25806451612903225,32,64.0,0.59375,1.40625,0.6875,0.59375,10,0.4,1.3,10,0.5,1.3,3,0.0,0.0,3.0,0.0,0.0,9.0,5,4,1,A,0,2,-9.0,-12.0,-0.36794354838709675,-0.5030241935483871
Man City_vs_Middlesbrough_20060402,2006-04-02,Man City,Middlesbrough,2005-06,3.0,1.0,0.0,4.0,3.0,7.0,-4.0,0.2,9.0,3.0,0.0,2.0,10.0,8.0,2.0,0.6,31,40.0,0.3870967741935484,1.2580645161290323,1.1935483870967742,0.16129032258064516,30,37.0,0.3333333333333333,1.4333333333333333,1.7333333333333334,0.23333333333333334,10,0.5,1.5,10,0.2,1.1,7,0.0,4.0,3.0,0.0,6.0,9.0,6,4,1,A,0,1,-6.0,-6.0,0.05376344086021506,-0.1752688172043011
West Ham_vs_Charlton_20060402,2006-04-02,West Ham,Charlton,2005-06,4.0,1.0,1.0,3.0,7.0,12.0,-5.0,0.2,8.0,2.0,2.0,1.0,5.0,5.0,0.0,0.4,31,45.0,0.41935483870967744,1.4838709677419355,1.4838709677419355,0.1935483870967742,31,42.0,0.3870967741935484,1.1935483870967742,1.3548387096774193,0.3548387096774194,10,0.4,1.6,10,0.0,0.6,5,2.0,2.0,1.0,0.4,12.0,7.0,6,4,1,D,0,0,-4.0,-5.0,0.03225806451612906,0.29032258064516125
Blackburn_vs_Wigan_20060403,2006-04-03,Blackburn,Wigan,2005-06,12.0,4.0,0.0,1.0,9.0,5.0,4.0,0.8,7.0,2.0,1.0,2.0,6.0,6.0,0.0,0.4,31,52.0,0.5161290322580645,1.3548387096774193,1.1612903225806452,0.41935483870967744,31,46.0,0.45161290322580644,1.1612903225806452,1.2258064516129032,0.3225806451612903,10,0.8,2.1,10,0.4,1.0,1,1.0,0.0,0.0,1.0,3.0,0.0,0,4,0,D,1,1,5.0,4.0,0.06451612903225806,0.19354838709677402
Birmingham_vs_Bolton_20060404,2006-04-04,Birmingham,Bolton,2005-06,2.0,0.0,2.0,3.0,1.0,7.0,-6.0,0.0,6.0,2.0,0.0,3.0,11.0,10.0,1.0,0.4,31,25.0,0.1935483870967742,0.7419354838709677,1.4193548387096775,0.22580645161290322,30,48.0,0.43333333333333335,1.4333333333333333,1.1333333333333333,0.43333333333333335,10,0.4,1.3,10,0.2,1.3,4,2.0,1.0,1.0,0.5,5.0,3.0,1,4,0,H,1,0,-4.0,-7.0,-0.23978494623655916,-0.6913978494623656
Charlton_vs_Everton_20060408,2006-04-08,Charlton,Everton,2005-06,8.0,2.0,2.0,1.0,5.0,5.0,0.0,0.4,8.0,2.0,2.0,1.0,12.0,9.0,3.0,0.4,32,43.0,0.375,1.15625,1.3125,0.375,32,44.0,0.40625,0.96875,1.34375,0.3125,10,0.6,1.5,10,0.3,0.9,9,5.0,1.0,3.0,0.5555555555555556,12.0,10.0,5,4,1,D,0,0,0.0,-3.0,-0.03125,0.1875
Portsmouth_vs_Blackburn_20060408,2006-04-08,Portsmouth,Blackburn,2005-06,9.0,3.0,0.0,2.0,9.0,7.0,2.0,0.6,10.0,3.0,1.0,1.0,9.0,6.0,3.0,0.6,31,27.0,0.22580645161290322,0.8709677419354839,1.6774193548387097,0.12903225806451613,32,53.0,0.5,1.34375,1.15625,0.40625,10,0.3,0.8,10,0.4,1.0,5,1.0,0.0,4.0,0.2,4.0,7.0,5,4,1,D,2,2,-1.0,-1.0,-0.27419354838709675,-0.4727822580645161
Tottenham_vs_Man City_20060408,2006-04-08,Tottenham,Man City,2005-06,9.0,3.0,0.0,2.0,9.0,8.0,1.0,0.6,3.0,1.0,0.0,4.0,3.0,7.0,-4.0,0.2,32,55.0,0.46875,1.4375,1.0,0.34375,32,40.0,0.375,1.21875,1.1875,0.15625,10,0.7,2.1,10,0.1,1.0,7,4.0,3.0,0.0,0.5714285714285714,7.0,2.0,5,4,1,H,2,1,6.0,5.0,0.09375,0.21875
Wigan_vs_Birmingham_20060408,2006-04-08,Wigan,Birmingham,2005-06,7.0,2.0,1.0,2.0,5.0,5.0,0.0,0.4,5.0,1.0,2.0,2.0,2.0,6.0,-4.0,0.2,32,47.0,0.4375,1.15625,1.21875,0.3125,32,28.0,0.21875,0.75,1.375,0.25,10,0.2,1.3,10,0.1,0.3,1,0.0,0.0,1.0,0.0,0.0,2.0,5,4,1,D,1,1,2.0,4.0,0.21875,0.40625
Aston Villa_vs_West Brom_20060409,2006-04-09,Aston Villa,West Brom,2005-06,4.0,1.0,1.0,3.0,2.0,11.0,-9.0,0.2,1.0,0.0,1.0,4.0,4.0,9.0,-5.0,0.0,32,35.0,0.25,1.0625,1.4375,0.3125,32,27.0,0.21875,0.875,1.53125,0.25,10,0.3,0.9,10,0.1,0.6,3,1.0,2.0,0.0,0.3333333333333333,4.0,3.0,6,4,1,D,0,0,3.0,-4.0,0.03125,0.1875
Chelsea_vs_West Ham_20060409,2006-04-09,Chelsea,West Ham,2005-06,10.0,3.0,1.0,1.0,6.0,3.0,3.0,0.6,4.0,1.0,1.0,3.0,5.0,10.0,-5.0,0.2,32,79.0,0.78125,1.875,0.59375,0.53125,32,46.0,0.40625,1.4375,1.4375,0.21875,10,0.9,1.9,10,0.5,1.5,5,4.0,0.0,1.0,0.8,15.0,6.0,6,4,1,H,4,1,6.0,8.0,0.375,0.4375
Liverpool_vs_Bolton_20060409,2006-04-09,Liverpool,Bolton,2005-06,12.0,4.0,0.0,1.0,14.0,5.0,9.0,0.8,6.0,2.0,0.0,3.0,10.0,8.0,2.0,0.4,33,67.0,0.6060606060606061,1.4242424242424243,0.6666666666666666,0.6060606060606061,31,48.0,0.41935483870967744,1.3870967741935485,1.1290322580645162,0.41935483870967744,10,0.8,1.7,10,0.1,1.2,7,2.0,3.0,2.0,0.2857142857142857,10.0,9.0,6,4,1,H,1,0,6.0,7.0,0.18670576735092864,0.03714565004887582
Man United_vs_Arsenal_20060409,2006-04-09,Man United,Arsenal,2005-06,15.0,5.0,0.0,0.0,10.0,2.0,8.0,1.0,12.0,4.0,0.0,1.0,14.0,2.0,12.0,0.8,32,72.0,0.6875,2.0,0.9375,0.4375,31,53.0,0.5161290322580645,1.7096774193548387,0.7419354838709677,0.4838709677419355,10,0.9,2.6,10,0.4,1.0,9,3.0,3.0,3.0,0.3333333333333333,14.0,9.0,6,4,1,H,2,0,3.0,-4.0,0.1713709677419355,0.29032258064516125
Middlesbrough_vs_Newcastle_20060409,2006-04-09,Middlesbrough,Newcastle,2005-06,9.0,3.0,0.0,2.0,9.0,8.0,1.0,0.6,6.0,2.0,0.0,3.0,8.0,10.0,-2.0,0.4,31,40.0,0.3548387096774194,1.4193548387096775,1.6774193548387097,0.25806451612903225,32,42.0,0.375,1.0625,1.21875,0.3125,10,0.4,1.8,10,0.2,0.7,9,1.0,3.0,5.0,0.1111111111111111,9.0,18.0,6,4,1,A,1,2,3.0,3.0,-0.020161290322580627,0.3568548387096775
Portsmouth_vs_Arsenal_20060412,2006-04-12,Portsmouth,Arsenal,2005-06,10.0,3.0,1.0,1.0,11.0,7.0,4.0,0.6,12.0,4.0,0.0,1.0,14.0,3.0,11.0,0.8,32,28.0,0.21875,0.90625,1.6875,0.125,32,53.0,0.5,1.65625,0.78125,0.46875,10,0.3,0.9,10,0.3,0.7,5,0.0,2.0,3.0,0.0,2.0,10.0,2,4,0,D,1,1,-2.0,-7.0,-0.28125,-0.75
Man United_vs_Sunderland_20060414,2006-04-14,Man United,Sunderland,2005-06,15.0,5.0,0.0,0.0,10.0,2.0,8.0,1.0,1.0,0.0,1.0,4.0,3.0,8.0,-5.0,0.0,33,75.0,0.696969696969697,2.0,0.9090909090909091,0.45454545454545453,32,11.0,0.0625,0.65625,1.78125,0.09375,10,0.9,2.5,10,0.1,0.7,5,5.0,0.0,0.0,1.0,14.0,3.0,4,4,0,D,0,0,14.0,13.0,0.634469696969697,1.34375
Arsenal_vs_West Brom_20060415,2006-04-15,Arsenal,West Brom,2005-06,10.0,3.0,1.0,1.0,11.0,4.0,7.0,0.6,2.0,0.0,2.0,3.0,3.0,7.0,-4.0,0.0,33,54.0,0.48484848484848486,1.6363636363636365,0.7878787878787878,0.45454545454545453,33,28.0,0.21212121212121213,0.8484848484848485,1.4848484848484849,0.2727272727272727,10,0.6,2.7,10,0.1,0.6,3,1.0,1.0,1.0,0.3333333333333333,4.0,3.0,5,4,1,H,3,1,8.0,11.0,0.2727272727272727,0.787878787878788
Bolton_vs_Chelsea_20060415,2006-04-15,Bolton,Chelsea,2005-06,3.0,1.0,0.0,4.0,6.0,8.0,-2.0,0.2,10.0,3.0,1.0,1.0,8.0,3.0,5.0,0.6,32,48.0,0.40625,1.34375,1.125,0.40625,33,82.0,0.7878787878787878,1.9393939393939394,0.6060606060606061,0.5151515151515151,10,0.6,1.8,10,0.6,1.3,7,1.0,2.0,4.0,0.14285714285714285,8.0,19.0,5,4,1,A,0,2,-7.0,-7.0,-0.38162878787878785,-0.5956439393939394
Everton_vs_Tottenham_20060415,2006-04-15,Everton,Tottenham,2005-06,8.0,2.0,2.0,1.0,10.0,7.0,3.0,0.4,9.0,3.0,0.0,2.0,8.0,7.0,1.0,0.6,33,45.0,0.3939393939393939,0.9393939393939394,1.303030303030303,0.3333333333333333,33,58.0,0.48484848484848486,1.4545454545454546,1.0,0.3333333333333333,10,0.6,1.7,10,0.3,1.2,9,1.0,3.0,5.0,0.1111111111111111,9.0,17.0,5,4,1,A,0,1,-1.0,2.0,-0.09090909090909094,-0.5151515151515151
Fulham_vs_Charlton_20060415,2006-04-15,Fulham,Charlton,2005-06,4.0,1.0,1.0,3.0,4.0,11.0,-7.0,0.2,8.0,2.0,2.0,1.0,5.0,5.0,0.0,0.4,33,36.0,0.30303030303030304,1.2424242424242424,1.6363636363636365,0.24242424242424243,33,44.0,0.36363636363636365,1.121212121212121,1.2727272727272727,0.3939393939393939,10,0.7,1.9,10,0.0,0.5,7,1.0,4.0,2.0,0.14285714285714285,6.0,7.0,5,4,1,H,2,1,-4.0,-7.0,-0.06060606060606061,0.12121212121212133
Newcastle_vs_Wigan_20060415,2006-04-15,Newcastle,Wigan,2005-06,6.0,2.0,0.0,3.0,7.0,10.0,-3.0,0.4,8.0,2.0,2.0,1.0,5.0,4.0,1.0,0.4,33,45.0,0.3939393939393939,1.0909090909090908,1.2121212121212122,0.30303030303030304,33,48.0,0.42424242424242425,1.1515151515151516,1.2121212121212122,0.30303030303030304,10,0.5,1.5,10,0.4,1.1,1,0.0,0.0,1.0,0.0,0.0,1.0,5,4,1,H,3,1,-2.0,-4.0,-0.03030303030303033,-0.060606060606060774
Portsmouth_vs_Middlesbrough_20060415,2006-04-15,Portsmouth,Middlesbrough,2005-06,11.0,3.0,2.0,0.0,12.0,7.0,5.0,0.6,6.0,2.0,0.0,3.0,9.0,10.0,-1.0,0.4,33,29.0,0.21212121212121213,0.9090909090909091,1.6666666666666667,0.12121212121212122,32,40.0,0.34375,1.40625,1.6875,0.25,10,0.3,1.0,10,0.3,1.1,5,2.0,3.0,0.0,0.4,9.0,4.0,5,4,1,H,1,0,5.0,6.0,-0.13162878787878787,-0.49715909090909094
West Ham_vs_Man City_20060415,2006-04-15,West Ham,Man City,2005-06,4.0,1.0,1.0,3.0,5.0,10.0,-5.0,0.2,0.0,0.0,0.0,5.0,2.0,8.0,-6.0,0.0,33,46.0,0.3939393939393939,1.4242424242424243,1.5151515151515151,0.21212121212121213,33,40.0,0.36363636363636365,1.2121212121212122,1.2121212121212122,0.15151515151515152,10,0.3,1.5,10,0.1,1.0,3,1.0,0.0,2.0,0.3333333333333333,5.0,4.0,5,4,1,H,1,0,4.0,1.0,0.030303030303030276,0.21212121212121215
Aston Villa_vs_Birmingham_20060416,2006-04-16,Aston Villa,Birmingham,2005-06,2.0,0.0,2.0,3.0,1.0,11.0,-10.0,0.0,5.0,1.0,2.0,2.0,2.0,6.0,-4.0,0.2,33,36.0,0.24242424242424243,1.0303030303030303,1.393939393939394,0.3333333333333333,33,29.0,0.21212121212121213,0.7575757575757576,1.3636363636363635,0.24242424242424243,10,0.3,0.9,10,0.1,0.4,5,1.0,2.0,2.0,0.2,4.0,6.0,6,4,1,H,3,1,-3.0,-6.0,0.030303030303030304,0.2727272727272727
Blackburn_vs_Liverpool_20060416,2006-04-16,Blackburn,Liverpool,2005-06,11.0,3.0,2.0,0.0,9.0,5.0,4.0,0.6,15.0,5.0,0.0,0.0,14.0,3.0,11.0,1.0,33,54.0,0.48484848484848486,1.3636363636363635,1.1818181818181819,0.3939393939393939,34,70.0,0.6176470588235294,1.411764705882353,0.6470588235294118,0.6176470588235294,10,0.7,1.8,10,0.5,1.4,7,0.0,3.0,4.0,0.0,7.0,15.0,6,4,1,A,0,1,-4.0,-7.0,-0.13279857397504458,-0.0481283422459895
Tottenham_vs_Man United_20060417,2006-04-17,Tottenham,Man United,2005-06,12.0,4.0,0.0,1.0,8.0,5.0,3.0,0.8,13.0,4.0,1.0,0.0,8.0,1.0,7.0,0.8,34,61.0,0.5,1.4411764705882353,0.9705882352941176,0.35294117647058826,34,76.0,0.6764705882352942,1.9411764705882353,0.8823529411764706,0.47058823529411764,10,0.8,2.2,10,0.6,1.9,9,1.0,2.0,6.0,0.1111111111111111,8.0,19.0,0,4,0,A,1,2,-1.0,-4.0,-0.17647058823529416,-0.5
West Brom_vs_Bolton_20060417,2006-04-17,West Brom,Bolton,2005-06,1.0,0.0,1.0,4.0,3.0,9.0,-6.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,-6.0,0.0,34,28.0,0.20588235294117646,0.8529411764705882,1.5294117647058822,0.2647058823529412,33,48.0,0.3939393939393939,1.303030303030303,1.1515151515151516,0.3939393939393939,10,0.3,0.9,10,0.1,1.1,3,1.0,1.0,1.0,0.3333333333333333,3.0,4.0,0,4,0,D,0,0,1.0,0.0,-0.18805704099821746,-0.4500891265597148
Sunderland_vs_Newcastle_20060417,2006-04-17,Sunderland,Newcastle,2005-06,2.0,0.0,2.0,3.0,2.0,6.0,-4.0,0.0,9.0,3.0,0.0,2.0,10.0,9.0,1.0,0.6,33,12.0,0.06060606060606061,0.6363636363636364,1.7272727272727273,0.12121212121212122,34,48.0,0.4117647058823529,1.1470588235294117,1.2058823529411764,0.29411764705882354,10,0.0,0.3,10,0.3,0.9,5,1.0,2.0,2.0,0.2,6.0,7.0,0,4,0,A,1,4,-7.0,-5.0,-0.3511586452762923,-0.5106951871657753
Chelsea_vs_Everton_20060417,2006-04-17,Chelsea,Everton,2005-06,10.0,3.0,1.0,1.0,8.0,2.0,6.0,0.6,5.0,1.0,2.0,2.0,7.0,7.0,0.0,0.2,34,85.0,0.7941176470588235,1.9411764705882353,0.5882352941176471,0.5294117647058824,34,45.0,0.38235294117647056,0.9117647058823529,1.2941176470588236,0.3235294117647059,10,0.9,2.0,10,0.3,0.9,9,5.0,3.0,1.0,0.5555555555555556,10.0,4.0,0,4,0,H,3,0,5.0,6.0,0.4117647058823529,1.0294117647058822
Middlesbrough_vs_West Ham_20060417,2006-04-17,Middlesbrough,West Ham,2005-06,6.0,2.0,0.0,3.0,8.0,9.0,-1.0,0.4,7.0,2.0,1.0,2.0,4.0,6.0,-2.0,0.4,33,40.0,0.3333333333333333,1.3636363636363635,1.6666666666666667,0.24242424242424243,34,49.0,0.4117647058823529,1.411764705882353,1.4705882352941178,0.23529411764705882,10,0.3,1.6,10,0.4,1.4,5,2.0,0.0,3.0,0.4,5.0,5.0,0,4,0,H,2,0,-1.0,1.0,-0.0784313725490196,-0.0481283422459895
Charlton_vs_Portsmouth_20060417,2006-04-17,Charlton,Portsmouth,2005-06,5.0,1.0,2.0,2.0,4.0,6.0,-2.0,0.2,11.0,3.0,2.0,0.0,11.0,6.0,5.0,0.6,34,44.0,0.35294117647058826,1.1176470588235294,1.2941176470588236,0.38235294117647056,34,32.0,0.23529411764705882,0.9117647058823529,1.6176470588235294,0.14705882352941177,10,0.6,1.3,10,0.2,0.9,5,3.0,1.0,1.0,0.6,9.0,8.0,0,4,0,H,2,1,-6.0,-7.0,0.11764705882352944,0.20588235294117652
