match_id,date,home_team,away_team,season,home_form_points,home_form_wins,home_form_draws,home_form_losses,home_form_goals_for,home_form_goals_against,home_form_goal_diff,home_form_win_rate,away_form_points,away_form_wins,away_form_draws,away_form_losses,away_form_goals_for,away_form_goals_against,away_form_goal_diff,away_form_win_rate,home_season_played,home_season_points,home_season_win_rate,home_season_avg_goals_for,home_season_avg_goals_against,home_season_clean_sheets,away_season_played,away_season_points,away_season_win_rate,away_season_avg_goals_for,away_season_avg_goals_against,away_season_clean_sheets,home_venue_played,home_venue_win_rate,home_venue_avg_goals,away_venue_played,away_venue_win_rate,away_venue_avg_goals,h2h_played,h2h_wins,h2h_draws,h2h_losses,h2h_win_rate,h2h_goals_for,h2h_goals_against,day_of_week,month,is_weekend,target,home_goals,away_goals,diff_form_points,diff_form_goal_diff,diff_season_win_rate,diff_avg_goals
Southampton_vs_Liverpool_20000826,2000-08-26,Southampton,Liverpool,2000-01,1.0,0.0,1.0,1.0,3.0,4.0,-1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,-1.0,0.5,2,1.0,0.0,1.5,2.0,0.0,2,3.0,0.5,0.5,1.0,0.5,1,0.0,1.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,D,3,3,-2.0,0.0,-0.5,1.0
Man City_vs_Coventry_20000826,2000-08-26,Man City,Coventry,2000-01,3.0,1.0,0.0,1.0,4.0,6.0,-2.0,0.5,3.0,1.0,0.0,1.0,3.0,4.0,-1.0,0.5,2,3.0,0.5,2.0,3.0,0.0,2,3.0,0.5,1.5,2.0,0.0,1,1.0,4.0,1,1.0,2.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,A,1,2,0.0,-1.0,0.0,0.5
Newcastle_vs_Tottenham_20000826,2000-08-26,Newcastle,Tottenham,2000-01,3.0,1.0,0.0,1.0,3.0,4.0,-1.0,0.5,4.0,1.0,1.0,0.0,4.0,2.0,2.0,0.5,2,3.0,0.5,1.5,2.0,0.0,2,4.0,0.5,2.0,1.0,0.0,1,1.0,3.0,1,0.0,1.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,H,2,0,-1.0,-3.0,0.0,-0.5
Everton_vs_Derby_20000826,2000-08-26,Everton,Derby,2000-01,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,4.0,5.0,-1.0,0.0,2,3.0,0.5,1.5,1.0,0.5,2,1.0,0.0,2.0,2.5,0.0,1,1.0,3.0,1,0.0,2.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,D,2,2,2.0,2.0,0.5,-0.5
Bradford_vs_Leicester_20000826,2000-08-26,Bradford,Leicester,2000-01,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,2,3.0,0.5,1.0,0.5,0.5,2,4.0,0.5,0.5,0.0,1.0,1,1.0,2.0,1,1.0,1.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,D,0,0,-1.0,0.0,0.0,0.5
Arsenal_vs_Charlton_20000826,2000-08-26,Arsenal,Charlton,2000-01,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5,3.0,1.0,0.0,1.0,4.0,3.0,1.0,0.5,2,3.0,0.5,1.0,0.5,0.5,2,3.0,0.5,2.0,1.5,0.5,1,1.0,2.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,H,5,3,0.0,0.0,0.0,-1.0
Ipswich_vs_Sunderland_20000826,2000-08-26,Ipswich,Sunderland,2000-01,1.0,0.0,1.0,1.0,2.0,4.0,-2.0,0.0,3.0,1.0,0.0,1.0,3.0,4.0,-1.0,0.5,2,1.0,0.0,1.0,2.0,0.0,2,3.0,0.5,1.5,2.0,0.5,1,0.0,1.0,1,0.0,2.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,5,8,1,H,1,0,-2.0,-1.0,-0.5,-0.5
Aston Villa_vs_Chelsea_20000827,2000-08-27,Aston Villa,Chelsea,2000-01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,4.0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,2,3.0,0.5,2.0,2.0,0.0,0,0.4,1.4,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,6,8,1,D,1,1,-2.0,0.0,-0.5,-2.0
Leeds_vs_Man City_20000905,2000-09-05,Leeds,Man City,2000-01,6.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,5.0,8.0,-3.0,0.3333333333333333,2,6.0,1.0,2.0,0.5,0.5,3,3.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.0,1,1.0,2.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,1,9,0,A,1,2,3.0,6.0,0.6666666666666667,0.33333333333333326
Man United_vs_Bradford_20000905,2000-09-05,Man United,Bradford,2000-01,5.0,1.0,2.0,0.0,5.0,3.0,2.0,0.3333333333333333,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,3,5.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,3,4.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,1.0,2.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,1,9,0,H,6,0,1.0,1.0,0.0,1.0
Sunderland_vs_West Ham_20000905,2000-09-05,Sunderland,West Ham,2000-01,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,0.3333333333333333,1.0,0.0,1.0,2.0,4.0,7.0,-3.0,0.0,3,3.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,3,1.0,0.0,1.3333333333333333,2.3333333333333335,0.0,1,1.0,1.0,1,0.0,2.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,1,9,0,D,1,1,2.0,1.0,0.3333333333333333,-0.33333333333333326
Tottenham_vs_Everton_20000905,2000-09-05,Tottenham,Everton,2000-01,4.0,1.0,1.0,1.0,4.0,4.0,0.0,0.3333333333333333,4.0,1.0,1.0,1.0,5.0,4.0,1.0,0.3333333333333333,3,4.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,3,4.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1,1.0,3.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,1,9,0,H,3,2,0.0,-1.0,0.0,-0.3333333333333335
Liverpool_vs_Aston Villa_20000906,2000-09-06,Liverpool,Aston Villa,2000-01,4.0,1.0,1.0,1.0,4.0,5.0,-1.0,0.3333333333333333,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3,4.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2,2.0,0.0,0.5,0.5,0.5,1,1.0,1.0,1,0.0,0.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,2,9,0,H,3,1,2.0,-1.0,0.3333333333333333,0.8333333333333333
Derby_vs_Middlesbrough_20000906,2000-09-06,Derby,Middlesbrough,2000-01,2.0,0.0,2.0,1.0,6.0,7.0,-1.0,0.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,0.3333333333333333,3,2.0,0.0,2.0,2.3333333333333335,0.0,3,4.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1,0.0,2.0,1,1.0,3.0,0,2.0,1.0,2.0,0.3333333333333333,7.0,7.0,2,9,0,D,3,3,-2.0,-2.0,-0.3333333333333333,0.33333333333333326
